primitive_quality_assessment_id,registry_record_id,assessor_id,quality_score,quality_class,surfaceable,readiness_before,readiness_after,trust_before,trust_after,domains,signals,blockers,enriched_input_contract,enriched_output_contract,mutation_options,recommended_action,assessment_hash,serves_truth
primqa_0829634feaee3d2baf11e411,primitive.repo.scripts_check_microsteps_py.function.py_function_scripts_check_microsteps_self_test_ck,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment""]","{""parameters"": [{""annotation"": null, ""name"": ""n"", ""required"": true}, {""annotation"": null, ""name"": ""ok"", ""required"": true}, {""annotation"": null, ""name"": ""d"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_655451f399fe57a1985f1ed9"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,490561e2c9049c41e5fe3ffd5587024b97018ddd52373979bfe6a5195eef2b24,false
primqa_d0c43edc7cc6cb6564e4f2b9,primitive.repo.scripts_check_native_sidecar_lineage_py.function.py_function_scripts_check_native_sidecar_lineage_try_lane_b,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_274333b2d8a65933ffe80570"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,eb2c15e7ef5b033642820f63adca4f16f703c5df8dc28479053252ebf0eb1e05,false
primqa_577d7b0e3caac94f1d05efb1,primitive.repo.scripts_check_no_direct_provider_bypass_py.function.py_function_scripts_check_no_direct_provider_bypass_files,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""globs"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_bf283b31188440681703644b"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,b1fc00a896adcb4946872a1b1b5080bff6fe0e46c96afa4185991c5ff3f72ada,false
primqa_0e59d9a5f86c6b0c1597e2f7,primitive.repo.scripts_check_no_direct_provider_bypass_py.function.py_function_scripts_check_no_direct_provider_bypass_walk,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""dirs"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_e93b4e64ad5ab92b2a8ebc4d"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,0bcbe033ca8c8eeb170fea6a22d760e2b2b7835cf6aa3f853c531c3ccb38f20f,false
primqa_36eec8f04087a6382da4647a,primitive.repo.scripts_check_north_star_gap_closure_loop_py.function.py_function_scripts_check_north_star_gap_closure_loop_self_test,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment""]","{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_9191f91b9a19c26940b5f8f2"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,1860e3a731cf13143a268b706cdfe71512215b8b3d18b48f6ab0e9a51d1924cb,false
primqa_45e0ce9a81a740dbcc8fd1d5,primitive.repo.scripts_check_north_star_gap_closure_loop_py.function.py_function_scripts_check_north_star_gap_closure_loop_self_test_check,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment""]","{""parameters"": [{""annotation"": null, ""name"": ""py_arg_name"", ""required"": true}, {""annotation"": null, ""name"": ""py_arg_ok"", ""required"": true}, {""annotation"": null, ""name"": ""py_arg_detail"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_98639debbfc07774544fc259"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,c0fae8ea67bd512500cf796b25f77079d291a4a5afa2ad5c5bef8ea1fe697551,false
primqa_3c06a982d6d7801cb66b62da,primitive.repo.scripts_check_offline_full_demo_py.function.py_function_scripts_check_offline_full_demo_main,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""argv"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_2c89304ba18d872fc4a3d274"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,ccced4e400453c0c83cf5751f82a9d02022f5efe6b912334ff97cea92d29e607,false
primqa_0ae0ec6e92835d359a37d70b,primitive.repo.scripts_check_offline_full_demo_py.function.py_function_scripts_check_offline_full_demo_self_test_chk,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment""]","{""parameters"": [{""annotation"": null, ""name"": ""name"", ""required"": true}, {""annotation"": null, ""name"": ""ok"", ""required"": true}, {""annotation"": null, ""name"": ""detail"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_99fa91d70e1608b08c538959"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,06340a860c418290e1bea796f25579828247a7f6aac01db13a9d8d31ef03ed37,false
primqa_483750873e351c3822a6c8ea,primitive.repo.scripts_check_openclaw_hermes_py.function.py_function_scripts_check_openclaw_hermes_main,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""argv"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_5ad45a07b242e9905d08cf39"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,0c31f975081ee2283ab30cd4831d4e1807e1df394326bc2bafac3d07337047a9,false
primqa_aa4bbfd6f3f0659e48721da4,primitive.repo.scripts_check_openclaw_hermes_py.function.py_function_scripts_check_openclaw_hermes_self_test_ck,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment""]","{""parameters"": [{""annotation"": null, ""name"": ""name"", ""required"": true}, {""annotation"": null, ""name"": ""ok"", ""required"": true}, {""annotation"": null, ""name"": ""detail"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_2b3395d2d74cc48a17f6e9af"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,24637e04659db7da403ed7f1889ad34e3f451804cb493ac9f98734568359f036,false
primqa_4fd009e02bb7da83b66341e7,primitive.repo.scripts_check_passes_py.function.py_function_scripts_check_passes_seed,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""cost"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_4a00a4b7272753ca5903dba9"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,d5ff71d93a4262dbded3b52d63cf5fe253fba7695248275d4c1816bd6a3a44c9,false
primqa_6f3236fdc8ac3971ce393342,primitive.repo.scripts_check_passes_py.function.py_function_scripts_check_passes_self_test_ck,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment""]","{""parameters"": [{""annotation"": null, ""name"": ""n"", ""required"": true}, {""annotation"": null, ""name"": ""ok"", ""required"": true}, {""annotation"": null, ""name"": ""d"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_bc73c49f39cd41d9ec8d87f1"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,65d4d7755791a457e832df362cd5dc23fe477f5666a9218ef469f833a9b4fe26,false
primqa_f5404c7eb7c5e1258ab92a6f,primitive.repo.scripts_check_pipeline_run_fingerprint_py.function.py_function_scripts_check_pipeline_run_fingerprint_self_test_fp,primitive_quality_promoter.v1,52,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""clear_blackbox_description"", ""domain:validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment""]","{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_d3895f9765ff17b594317bf9"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,28d88c2c79e3cf8320168fef52f9e6542e987609fdf3d554e13da9fb96396e1f,false
primqa_939a6a58da8c4c336cf91bbe,primitive.repo.scripts_check_inference_pipeline_redteam_py.function.py_function_scripts_check_inference_pipeline_redteam_self_test_blocked_connect,primitive_quality_promoter.v1,50,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""file_artifact"", ""ml_data_science"", ""validation""]","[""clear_blackbox_description"", ""domain:api_integration,file_artifact,ml_data_science,validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": null, ""name"": ""address"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_7974008f7dc6e0a4b5c6a2d4"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,fbc9fd918c9e394963572d9d829bba37ab71467bc52ef2b0c78af87c5175e882,false
primqa_473eaaa10f3e5e2409a92d1e,primitive.repo.scripts_check_inference_pipeline_redteam_py.function.py_function_scripts_check_inference_pipeline_redteam_self_test_blocked_create,primitive_quality_promoter.v1,50,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""file_artifact"", ""ml_data_science"", ""validation""]","[""clear_blackbox_description"", ""domain:api_integration,file_artifact,ml_data_science,validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""address"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_e829bd2bcf18afb7588b0a2c"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,313a9f28b38a58496212cfa0474f9822f2a768cec54bef7d1d94a1cdcf89f693,false
primqa_1eef75cb3ce16ce177be2b39,primitive.repo.scripts_check_local_blackboard_provider_py.function.py_function_scripts_check_local_blackboard_provider_self_test_crash_after_receipt,primitive_quality_promoter.v1,50,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""database"", ""retrieval_search"", ""validation""]","[""clear_blackbox_description"", ""domain:database,retrieval_search,validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_13e52d52c83aa789c7e9e57f"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,d6cfe548f6f485bdd1f24e7eefed761549ab453d90d3c3773800b9f84452b190,false
primqa_2d7bb24afd81c6e3f1074792,primitive.repo.scripts_check_optimization_lossless_distillation_py.function.py_function_scripts_check_optimization_lossless_distillation_self_test_arts,primitive_quality_promoter.v1,50,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""file_artifact"", ""frontend_quality"", ""ml_data_science"", ""validation""]","[""clear_blackbox_description"", ""domain:file_artifact,frontend_quality,ml_data_science,validation"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""low_level_generated_name"", ""missing_direct_function_blackbox"", ""output_edge_needs_contract_enrichment"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""pack_artifacts"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_f35d82ff36a74c61bfc37cc7"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,d2408bff569c1f04b93494b592d9b23168fe37884e6c012d7d7599345bea7cb2,false
primqa_d9b5fc30d93941f438681b36,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_cross_model_disagreement,primitive_quality_promoter.v1,49,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""ml_data_science""]","[""domain:ml_data_science"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:2"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""thin_blackbox_description""]","{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""const"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_1aa712d5ad76195f11275ca0"", ""mutator_agent_id"": ""mutator:core:model_cost_downshift@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""model_cost_downshift""}}, {""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_b56da1a4865f93195b6ee2ed"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,5ce8d2bdf541b0570fd6c02f0f55d411fcd842dddf3eb46d331c2a934820a8b2,false
primqa_0d8262bbe24297fa7c6f483a,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_cross_model_disagreement,primitive_quality_promoter.v1,49,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""ml_data_science""]","[""domain:ml_data_science"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:2"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_a10416c9a011b76aa6d57dbe"", ""mutator_agent_id"": ""mutator:core:model_cost_downshift@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""model_cost_downshift""}}, {""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_eee09f45c909726fdfe58bd0"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,07a94f3fe9f5a12dc1695f80f1958f2d4cf033fa5259fe4662598b09a822371f,false
primqa_d26ee2b3e4cefe367a325d93,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_api,primitive_quality_promoter.v1,49,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration""]","[""domain:api_integration"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:2"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""thin_blackbox_description""]","{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""const"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_bbff8b7cc20034c60ae9cbaf"", ""mutator_agent_id"": ""mutator:core:local_api_implementation_swap@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""local_api_implementation_swap""}}, {""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_5ab10065872179b8b02acb7a"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,4efe554c772a1d97a09f8fcc6cb041de977f4c07806bc520e5828e215928c051,false
