primitive_effect_id,registry_record_id,effect_kind,effect_scope,requires_gate,requires_receipt,idempotency_required
effect_6604864cad8e7b5ebc346b31,primitive.repo.scripts_baltor_context_cache_py.const.py_const_scripts_baltor_context_cache_write_event,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_38a8d1ed57a798e0c020bc72,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_slug,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_f8153182db22d9fa73b92c75,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_write_text,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_d49b70832255f68501fa2bf7,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_append_audit,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_aefc50c04e96208b590e601c,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_read_manifest,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b43f1b222efa672daca8099b,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_write_json,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_6f8335477f7fcf6cd16d5a24,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_context_markdown,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_6bef6dbd6b1918ea71ec9b04,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_glossary_markdown,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_5d272f9f16a191a07b711893,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_index_markdown,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_f5d507c50b5aa6c1bf8b9227,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_cache_policy,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2924b7b172a0cfd29219e6f3,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_update_cache_manifest,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2b7609eb7ef84436856d420d,primitive.repo.scripts_baltor_context_cache_py.function.py_function_scripts_baltor_context_cache_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_741b2264a42dede1d1b29666,primitive.repo.scripts_baltor_context_cache_py.instance.py_inst_scripts_baltor_context_cache_main_client,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ae1c40b29440c3646f043a18,primitive.repo.scripts_baltor_context_cache_py.instance.py_inst_scripts_baltor_context_cache_main_out_dir,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_7535de928af950385e159e3e,primitive.repo.scripts_baltor_context_cache_read_py.const.py_const_scripts_baltor_context_cache_read_repo_root,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_8bc9c8367914311f32b79701,primitive.repo.scripts_baltor_context_cache_read_py.const.py_const_scripts_baltor_context_cache_read_context_gateway_runtime_namespace,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_abbf558e12cc33157cac2d2e,primitive.repo.scripts_baltor_context_cache_read_py.function.py_function_scripts_baltor_context_cache_read_context_cache_setting,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_1c7f3dd0565a82c9a1e17e4b,primitive.repo.scripts_baltor_context_cache_read_py.const.py_const_scripts_baltor_context_cache_read_default_out_dir,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_066348c9471ecce273eab047,primitive.repo.scripts_baltor_context_cache_read_py.const.py_const_scripts_baltor_context_cache_read_default_manifest,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b9d78de09abf0e87c8987891,primitive.repo.scripts_baltor_context_cache_read_py.const.py_const_scripts_baltor_context_cache_read_manifest_kind,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_d3a67a520d34de2df78ee475,primitive.repo.scripts_baltor_context_cache_read_py.function.py_function_scripts_baltor_context_cache_read_load_manifest,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_59df3a3db3923d870d5e50e1,primitive.repo.scripts_baltor_context_cache_read_py.function.py_function_scripts_baltor_context_cache_read_summary_markdown,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_f848d8e7c3e0898d015c3c9a,primitive.repo.scripts_baltor_context_cache_read_py.function.py_function_scripts_baltor_context_cache_read_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_4f256e2194bc95fa9416ef19,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_repo_root,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_832ca85721184711ed3f5039,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_context_gateway_runtime_namespace,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_57179c62512c7c8f9f83782f,primitive.repo.scripts_baltor_context_client_py.function.py_function_scripts_baltor_context_client_context_setting,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_16f72cecd8115c90a38c8b98,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_default_base_url,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_51f74c9e2a1a58b040e6b2c2,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_default_timeout_seconds,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_e276273e6f4e7af39f8ba119,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_status,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_9ba0b225fba7d8f8c562f44e,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_search,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_0815c4f5998f83f7d4d762ab,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_fetch,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_e12c1d1b44d6f90087c5a181,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_trace,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_951687fe47d72af5fe4c303f,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_connectors,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_689b64c1ac93a3e6b0e6d2b3,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_glossary,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_9cf67346323fe92ce6a46525,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_heartbeat,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_06bb8a50833d4e875ac4f00b,primitive.repo.scripts_baltor_context_client_py.const.py_const_scripts_baltor_context_client_path_queue_health,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_267e5db9dcc45c7686fb6f68,primitive.repo.scripts_baltor_context_client_py.class.py_class_scripts_baltor_context_client_baltorcontextclient,unknown_candidate,"{""execution_surface"": ""python_class_candidate""}",true,false,false
effect_8dcdff8895b00d8796a551b0,primitive.repo.scripts_baltor_context_client_py.var.py_var_scripts_baltor_context_client_baltorcontextclient_base_url,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_2b527d25a7d581995d6b04b1,primitive.repo.scripts_baltor_context_client_py.var.py_var_scripts_baltor_context_client_baltorcontextclient_timeout_seconds,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_2374fbac621dae8a941d4ef7,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_http_json,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_fe81e2d9cc10527600306f7c,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_status,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_4f7b6c3267d2ad029ca4f139,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_search,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2e03211317814fc4cde5f3e2,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_fetch,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_c2c80a1243a430b7ef339ad8,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_trace,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_4b88ed770995384e1f7c22d4,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_connectors,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_aa6cd50152d069a8987a8933,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_glossary,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_d9f09efa4079e4a2fb193857,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_heartbeat,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_72e84c5c795ac1732b921208,primitive.repo.scripts_baltor_context_client_py.method.py_method_scripts_baltor_context_client_baltorcontextclient_queue_health,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_aac21327e809d0436a7703e4,primitive.repo.scripts_baltor_context_gateway_mcp_py.const.py_const_scripts_baltor_context_gateway_mcp_repo_root,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_46463e5cc6c471ff5eaf4ae1,primitive.repo.scripts_baltor_context_gateway_mcp_py.const.py_const_scripts_baltor_context_gateway_mcp_context_gateway_runtime_namespace,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_4c5b87b2e8504996747780b0,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_gateway_setting,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_97ae4e05ca2b1ffc843ef2e1,primitive.repo.scripts_baltor_context_gateway_mcp_py.const.py_const_scripts_baltor_context_gateway_mcp_default_base_url,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_728f574b206345a1729f325d,primitive.repo.scripts_baltor_context_gateway_mcp_py.const.py_const_scripts_baltor_context_gateway_mcp_tools,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_02f4ec2404b66554dd8e2ad7,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_http_json,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_4dffc068354d5210f7c2c04a,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_call_gateway_tool,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2dc05ff656b77853c5302b13,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_response,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_7de264720d75b7ebfe43fe8e,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_error_response,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_9f8f094ef0f6540ed9d26d53,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_handle_rpc,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_51d9a0f7e2859bd07b6a9014,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_read_message,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_3c06c8b79ecd1651a8ab1ba5,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_write_message,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_d9abe40e1c40639789df3c1d,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_serve_stdio,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_342783fd38ee8bf339f394b6,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_d8acf10956cd2d2218c7eb6e,primitive.repo.scripts_baltor_context_gateway_mcp_py.function.py_function_scripts_baltor_context_gateway_mcp_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b2ed87e44dfb800371c64359,primitive.repo.scripts_baltor_flywheel_py.var.py_var_scripts_baltor_flywheel_repo_root,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_d5778e90c9e6ff1b376a8385,primitive.repo.scripts_baltor_flywheel_py.const.py_const_scripts_baltor_flywheel_health_log,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_494307789b7f93ee472c0bef,primitive.repo.scripts_baltor_flywheel_py.var.py_var_scripts_baltor_flywheel_selftest_timeout_s,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_0490ff02b790d0d6ea932d14,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_proof_env,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b2c5fbec7c901917e5010ad4,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_run,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_aee58fcb380d236278b610b9,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_proof_workers,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_a2700f8f96b900652463e83c,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_run_proof,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_9409a9e1a9a0c98436d76d5b,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_live_freshness,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_aca488c7a24f156f27d675c0,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_tick,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_02d6de767eab9b743dbdf53a,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_append_health,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_43d943ed010132473e6c16dc,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_heartbeat_line,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_cb80c48429f425d5081831df,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_watch,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b46bd0656fe086ec63cb89b6,primitive.repo.scripts_baltor_flywheel_py.instance.py_inst_scripts_baltor_flywheel_watch_store,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_684e642666c11aee9b8f17b8,primitive.repo.scripts_baltor_flywheel_py.instance.py_inst_scripts_baltor_flywheel_watch_durable,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_47ef7fe9f04c3375c283c6be,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_c6fd270a72274dba72b4ad92,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_c72ddc1e7ea1712fbcbb73a2,primitive.repo.scripts_baltor_flywheel_py.function.py_function_scripts_baltor_flywheel_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_e4e761a1942d3e041a6ff62f,primitive.repo.scripts_bench_checklist_gates_py.const.py_const_scripts_bench_checklist_gates_checklist_benches,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c09a694917448971af4f7169,primitive.repo.scripts_bench_checklist_gates_py.function.py_function_scripts_bench_checklist_gates_gate_verdict,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_293e75a3cbf9fd4696beb29f,primitive.repo.scripts_bench_checklist_gates_py.function.py_function_scripts_bench_checklist_gates_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b79e90f8efe82a6085c5b841,primitive.repo.scripts_bench_pipelines_py.const.py_const_scripts_bench_pipelines_vertical_benches,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_cfdc0bd65b044d010ee5e2fc,primitive.repo.scripts_bench_pipelines_py.function.py_function_scripts_bench_pipelines_count_critical,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_4c992c00492f7340c1b19747,primitive.repo.scripts_bench_pipelines_py.function.py_function_scripts_bench_pipelines_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_eee4f6c9f14308e6014b0da2,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_05fa0fd9409e29a83ee71e6e,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_model_index,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c6b5dc21d8c15d08ba0f8a99,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_out,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_aae16a75b09e03e23331c1b1,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_bare_model,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_04c4d2c3f795545d2b5a996f,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_teleon_cheap,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ff105e7af8b4efc79c2f5a58,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_teleon_escalate,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_045dae4bb3a9e9a833f42601,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_scenarios,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_9ff1b1551ba97bdb2e88247c,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_model_costs,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_775133d94b1c08bf813d6d8b,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_cost_usd,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_6abd3bbea968f8feed70ff93,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_passes,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_3c0aade61e0c385dc1fc7236,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_real_call,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2ed5ea4a312a14285039227a,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_usage,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_e40e6790e2adcd58b9763ac5,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_run_arm,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_5769e81e4e3c56795625c1dc,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_compare,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_5ac65ba982fb454c5c3ad0d5,primitive.repo.scripts_bench_token_usage_py.const.py_const_scripts_bench_token_usage_apps,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_22b1b4404e98b08644c0c47d,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_build_app,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_f5260bf0eb0b4f476c8fa15d,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_run_apps,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_19cd765c62f07eb42bf9cfbb,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_run,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_e8fd8060deece9933ede3d2e,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_fadf306159efee417bcf5eea,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_self_test_fake,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_a3ef3edea9b8e90bd987d19c,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_self_test_fake_fail_then_ok,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_cb14b95a4580362004abec81,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_self_test_fake_app,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_165729ae302b08dae829a441,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_8229beef2f8ca1ee6219c980,primitive.repo.scripts_bench_token_usage_py.function.py_function_scripts_bench_token_usage_main_opt,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_7917d6ee8efa8d132268f3b5,primitive.repo.scripts_billing_ledger_py.const.py_const_scripts_billing_ledger_repo_root,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_218ec78998f06efd8e6e513b,primitive.repo.scripts_billing_ledger_py.const.py_const_scripts_billing_ledger_class_rates_usd_per_mtok,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_13ce0acfb90ffecac20ccb3d,primitive.repo.scripts_billing_ledger_py.var.py_var_scripts_billing_ledger_million,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_7a01408313a9358c43e64870,primitive.repo.scripts_billing_ledger_py.function.py_function_scripts_billing_ledger_receipt_cost_usd,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_ce4b886d64c2c19b7e1466b1,primitive.repo.scripts_billing_ledger_py.function.py_function_scripts_billing_ledger_statement,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_f2e9b156702c8ab67caa603c,primitive.repo.scripts_billing_ledger_py.function.py_function_scripts_billing_ledger_reconcile,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_47aa4b67ff07d8c375e272f2,primitive.repo.scripts_billing_ledger_py.function.py_function_scripts_billing_ledger_load_receipts,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_78105e4fbcb3e274b17c7311,primitive.repo.scripts_billing_ledger_py.function.py_function_scripts_billing_ledger_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_6cbd2e72684cc9001c893527,primitive.repo.scripts_billing_ledger_py.function.py_function_scripts_billing_ledger_self_test_ck,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b1d16495ebd19bfc1f6ac441,primitive.repo.scripts_billing_ledger_py.function.py_function_scripts_billing_ledger_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_c7de66e814b0e3eedfb9726e,primitive.repo.scripts_billing_plane_py.const.py_const_scripts_billing_plane_repo_root,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_94aa2d31ce3ec0fe33a00757,primitive.repo.scripts_billing_plane_py.const.py_const_scripts_billing_plane_plans,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_d1e66557cd02cb4b8b204519,primitive.repo.scripts_billing_plane_py.class.py_class_scripts_billing_plane_notconfigured,unknown_candidate,"{""execution_surface"": ""python_class_candidate""}",true,false,false
effect_cbecc197193f1b91df986ead,primitive.repo.scripts_billing_plane_py.function.py_function_scripts_billing_plane_meter,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_a52d7f2d1a64a82d0014607f,primitive.repo.scripts_billing_plane_py.function.py_function_scripts_billing_plane_draft_invoice,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_a3365f5128220abd4efd8039,primitive.repo.scripts_billing_plane_py.class.py_class_scripts_billing_plane_stripeadapter,unknown_candidate,"{""execution_surface"": ""python_class_candidate""}",true,false,false
effect_b543761b10be616efd4f295b,primitive.repo.scripts_billing_plane_py.var.py_var_scripts_billing_plane_stripeadapter_name,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b0fc13072033c368a81cac29,primitive.repo.scripts_billing_plane_py.method.py_method_scripts_billing_plane_stripeadapter_create_invoice,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_67100987fbb458fa063afc3d,primitive.repo.scripts_billing_plane_py.function.py_function_scripts_billing_plane_reconcile_invoice,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_5bab102c9f6483a95cb76463,primitive.repo.scripts_billing_plane_py.function.py_function_scripts_billing_plane_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2ffd9d7e33ad6c358291af2b,primitive.repo.scripts_billing_plane_py.function.py_function_scripts_billing_plane_self_test_ck,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_3f8dabd5431042b18d77e949,primitive.repo.scripts_billing_plane_py.function.py_function_scripts_billing_plane_raises,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
