primitive_edge_id,registry_record_id,edge_role,edge_name,contract_uid,contract_notation,shape,field_keys,schema_json,artifact_policy,secret_policy,edge_hash
edge_bd1427f5f2158a545939f100,primitive.repo.scripts_api_standards_handler_py.function.py_function_scripts_api_standards_handler_owns,input,input,contract_3d6f4e13233ff0cba3c0f392,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""path"", ""required"": true, ""source_line"": 275}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},bd1427f5f2158a545939f100ff5f014355637c0014d58bb9afbe5564a7043f60
edge_ab3f437fd6f2b854e7eaa27a,primitive.repo.scripts_api_standards_handler_py.function.py_function_scripts_api_standards_handler_owns,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},ab3f437fd6f2b854e7eaa27a844e27d024666fa3f79059fcf1363d515d15cff7
edge_f9e0fd316cdcb2d592d99485,primitive.repo.scripts_api_temporal_graph_handler_py.const.py_const_scripts_api_temporal_graph_handler_routes,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},f9e0fd316cdcb2d592d994853a4feb4492e71ba44dd682e5ab359290f73a6d65
edge_c268b306c052295a983cd977,primitive.repo.scripts_api_temporal_graph_handler_py.const.py_const_scripts_api_temporal_graph_handler_routes,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},c268b306c052295a983cd9773c2a261d34d8d7c1bb290a0b5a20d0d4f1beb2ec
edge_867d9077d4cf49ab52da6b2c,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_owns,input,input,contract_e633d0d0ca7ef28a6d427339,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""path"", ""required"": true, ""source_line"": 21}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},867d9077d4cf49ab52da6b2c8ee996d8fa68d455a684c1935ab8b292704e46a0
edge_e51f0ca694b84d23bea7a356,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_owns,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},e51f0ca694b84d23bea7a35654089d2ca029ef19a71c4d3167ca7378c18dd12c
edge_c4297b595462826ef823b1e3,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_demo,input,input,contract_1f59c8c7d820feeea45e73e3,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""tenant"", ""required"": true, ""source_line"": 26}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},c4297b595462826ef823b1e338bb19b8ca20ed240c19ceb52460ba47e36e19af
edge_c9f546a9dc8e9a1bf0c21c8a,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_demo,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},c9f546a9dc8e9a1bf0c21c8ae3f33dc6eb26d6877e3263509c3b30a7b764147c
edge_136f9eb854bd6ef47da3dd5b,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_tenant,input,input,contract_a7159a1b2145dbb3938f4a78,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""query"", ""required"": true, ""source_line"": 30}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},136f9eb854bd6ef47da3dd5b5dc60c8d76a9e0996f61a057c426f4e3df7efb65
edge_f92dfb694e0ef039f4b8fa67,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_tenant,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},f92dfb694e0ef039f4b8fa679ee08402ed7dfabfd78b0a17c046ac5189a5c664
edge_a7468a9e3b6c9dca84a4b731,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_handle,input,input,contract_c02efb9f2132609554a94ad7,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""method"", ""required"": true, ""source_line"": 34}, {""kind"": ""python_parameter"", ""name"": ""path"", ""required"": true, ""source_line"": 34}, {""kind"": ""python_parameter"", ""name"": ""query"", ""required"": true, ""source_line"": 34}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},a7468a9e3b6c9dca84a4b731a8ea6847cb8ec8a7c3b202881be62c872934b9b2
edge_94bb1494afab3340542a6442,primitive.repo.scripts_api_temporal_graph_handler_py.function.py_function_scripts_api_temporal_graph_handler_handle,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},94bb1494afab3340542a6442174e6bbb691626934e9bb9e3d3a027c54a4c489d
edge_5b7abfb6c5d2269c382a1863,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_repo,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},5b7abfb6c5d2269c382a186300188e6d6e3c9a2413b968240b2b518ec92003cd
edge_c55e77b5bcbdcc5a9417422b,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_repo,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},c55e77b5bcbdcc5a9417422be61c2e1f3609d63b08b87625705fe36acf54556c
edge_4ad1197ce3fc79a8b5b38e1c,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_archive_root,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},4ad1197ce3fc79a8b5b38e1cd274675ac883f9cd3764e71eb85d5b97126a6643
edge_e36715a95fff4285ec0667a5,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_archive_root,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},e36715a95fff4285ec0667a528f1c9fb7018cf8c1167aad25ecec347c302dbd5
edge_50f4953a516e857f56d200df,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_manifest,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},50f4953a516e857f56d200df4f20c55604f02ffb14f57911275ba738110741ab
edge_d86b2df310306f541fac9964,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_manifest,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},d86b2df310306f541fac9964a9c2bb900b6bac0d465f3127483eb878236b26e9
edge_f0b7eb3222464d2b81073d4f,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_default_scan,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},f0b7eb3222464d2b81073d4f95d90f7c2fa395b8f5d045870ea074480f427f9e
edge_166e168dad72788d72d398ae,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_default_scan,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},166e168dad72788d72d398aed00c03a7725a641e0916ae2bf5b4a220dbb47024
edge_d3c279bedbb172cb50a707ee,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_exclude_parts,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},d3c279bedbb172cb50a707ee44cc759fcaf21d126a6b50c14e179fd57ddaae29
edge_145e72012ceddff98ee0520e,primitive.repo.scripts_archive_legacy_docs_py.const.py_const_scripts_archive_legacy_docs_exclude_parts,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},145e72012ceddff98ee0520e6d1dd598c86ae2f2d79c1aa572b20b47af52fe21
edge_6629d1e817fe322fc1835e20,primitive.repo.scripts_archive_legacy_docs_py.var.py_var_scripts_archive_legacy_docs_frontmatter_status,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},6629d1e817fe322fc1835e205fe57afd452a8b29fe5104779ff2f29b5c9e3277
edge_59713cb78b1b86137d28af39,primitive.repo.scripts_archive_legacy_docs_py.var.py_var_scripts_archive_legacy_docs_frontmatter_status,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},59713cb78b1b86137d28af393eab3760a40cd0a0c95cedc89824230bfbbab7b6
edge_37e7f5fbc1a5309d793b2106,primitive.repo.scripts_archive_legacy_docs_py.var.py_var_scripts_archive_legacy_docs_header_markers,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},37e7f5fbc1a5309d793b210686702e2cf20bb727bd18dd9fc450b09d60fa735c
edge_3d79eb5a5845d275ac4357b4,primitive.repo.scripts_archive_legacy_docs_py.var.py_var_scripts_archive_legacy_docs_header_markers,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},3d79eb5a5845d275ac4357b44813fbbb279cec24b8e25adff307604b876cd3e2
edge_31ea371f70db194073b1eb8a,primitive.repo.scripts_archive_legacy_docs_py.var.py_var_scripts_archive_legacy_docs_header_lines,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},31ea371f70db194073b1eb8a51d38964c2b23c8a2f000d9afa35917ce4428b1f
edge_e086298c56d263d0b1f9444a,primitive.repo.scripts_archive_legacy_docs_py.var.py_var_scripts_archive_legacy_docs_header_lines,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},e086298c56d263d0b1f9444a032a1639e53fe797a683020c918d3362c0c7d6a9
edge_212378c4753d0eb206f9f9d4,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_excluded,input,input,contract_ce246bbb2d7a934b3a5f0632,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""p"", ""required"": true, ""source_line"": 43}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},212378c4753d0eb206f9f9d4c1b081fd2612b7b2dac24af71ae12025e68c374c
edge_c85fd1e0f8eca793265c1c27,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_excluded,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},c85fd1e0f8eca793265c1c27f5a97767fca9b96f5aa4a7a28fb7c85b917abad9
edge_1229de922760260f305ac252,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_detect,input,input,contract_33941dba2c18cce605926e5a,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""path"", ""required"": true, ""source_line"": 47}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},1229de922760260f305ac252487fc6039f5528dc407c46cd6b0e5b4d6250382d
edge_aba418a360f69ab2c58d62e2,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_detect,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},aba418a360f69ab2c58d62e297daa05ae8a05ad6de02688b55c2d7916630dc2f
edge_ba8bd6c06021a3793eaa8576,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_scan,input,input,contract_db259378023f564511e3eb74,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""paths"", ""required"": true, ""source_line"": 68}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},ba8bd6c06021a3793eaa8576aa6e26f7f40b051cf0a587612a258c1367ddd300
edge_11d5527af2bed3b134abf178,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_scan,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},11d5527af2bed3b134abf1787f0eea9ff8fe3cc99eb1aa79a319ad2c57294a69
edge_3cc85b462a72b8bdb61e8b3b,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_git_mv,input,input,contract_a768560c4a430f2abbf1dc43,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""src"", ""required"": true, ""source_line"": 83}, {""kind"": ""python_parameter"", ""name"": ""dst"", ""required"": true, ""source_line"": 83}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},3cc85b462a72b8bdb61e8b3bd2dcab87cdfa19c91163e06ae72ac313a5d5ccf8
edge_bd7a55bc8ba12e7fd519bb91,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_git_mv,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},bd7a55bc8ba12e7fd519bb918e815ec503804666dffd908c6fe79637299e19fb
edge_6ed27802fea4039f25647b05,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_apply_archive,input,input,contract_0571ab37d6f903a3d4f4a027,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""candidates"", ""required"": true, ""source_line"": 91}, {""kind"": ""python_parameter"", ""name"": ""now"", ""required"": true, ""source_line"": 91}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},6ed27802fea4039f25647b055d459de32924cf07bfa8cfe73eaadfb317c77bcc
edge_d77f02b1f5333a90b18ed935,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_apply_archive,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},d77f02b1f5333a90b18ed93509ef053bf88952275fb21194580c216c0d0d75fa
edge_7dc6597c614c3d434c5ac453,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_referenced_live,input,input,contract_dc24f0071fe3d4091157d1f2,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""basename"", ""required"": true, ""source_line"": 116}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},7dc6597c614c3d434c5ac4533c7451c89c1ee31aa1d30b7b1ecfe25fb4f697bf
edge_ab68b4b0408a37b953c3ed9f,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_referenced_live,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},ab68b4b0408a37b953c3ed9f283ca39e0622fafe4cffdf88f74af42c7cab21bd
edge_abc52605e2264db4d60abe40,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_reconcile_references,input,input,contract_7d35f8e86ffbe9985c9f84b6,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""now"", ""required"": true, ""source_line"": 129}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},abc52605e2264db4d60abe40274ee4f85c6f1f95087ee8b263acdf98f16d945b
edge_82db960e7b8efe02b6c04225,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_reconcile_references,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},82db960e7b8efe02b6c04225c12173a82dfb7120725b5d014222d5a1e0190c04
edge_660b6b8a8aa284133be47b3a,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_write_archive_readme,input,input,contract_8baed98b02299980931a3c47,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""x"", ""required"": true, ""source_line"": 189}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},660b6b8a8aa284133be47b3a7fac8bc138a8fdf23f8c28110dacf1a98df65923
edge_c1779834220b3de7a6d588bd,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_write_archive_readme,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},c1779834220b3de7a6d588bd81d310b7cd18aa055dff73a8cf6453dc4595ce31
edge_d178ffb9885a462ebe780035,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_self_test,input,input,contract_8e55fd1ebaa153d28c807172,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},d178ffb9885a462ebe7800351a5f8b3e7d67221711068e3f8a72cc19f6bcd14a
edge_c084336ba8cea8c1eacc1b78,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_self_test,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},c084336ba8cea8c1eacc1b782d39504c6de7b65cafe6df9c1282f5a00120fe4d
edge_bb276dcfae944e9174bf4d73,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_self_test_ck,input,input,contract_93add4c060b5a2300cc3aad5,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""name"", ""required"": true, ""source_line"": 210}, {""kind"": ""python_parameter"", ""name"": ""ok"", ""required"": true, ""source_line"": 210}, {""kind"": ""python_parameter"", ""name"": ""detail"", ""required"": true, ""source_line"": 210}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},bb276dcfae944e9174bf4d7335395570f0bc17f1970da820cfde0436921bed6c
edge_e08e180449face35a911ac73,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_self_test_ck,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},e08e180449face35a911ac7334cd9060d91385095aa280827ecc077e99ee25f3
edge_134990cfa0b30a361b222896,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_main,input,input,contract_b7170dc6c208c428a1f3349e,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""argv"", ""required"": true, ""source_line"": 260}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},134990cfa0b30a361b22289670745d3bc2c9c5aa52c1ccd143e127e768a6c354
edge_7d86a0f0702a6286f79a0bcb,primitive.repo.scripts_archive_legacy_docs_py.function.py_function_scripts_archive_legacy_docs_main,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},7d86a0f0702a6286f79a0bcbf3e19548b8f275cfaba2f274ed268212e97b0e11
edge_0606e04ac8cf5d0475a989ca,primitive.repo.scripts_artifact_graph_artifact_ledger_py.const.py_const_scripts_artifact_graph_artifact_ledger_epoch,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},0606e04ac8cf5d0475a989cab52319f4cbb183a3bede4d30ba352199df5e8158
edge_cb2b608a63791c460b540121,primitive.repo.scripts_artifact_graph_artifact_ledger_py.const.py_const_scripts_artifact_graph_artifact_ledger_epoch,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},cb2b608a63791c460b540121132034b6e51063e347f858fc0fbf67aa240e988a
edge_72982fdc43908678ff998a63,primitive.repo.scripts_artifact_graph_artifact_ledger_py.function.py_function_scripts_artifact_graph_artifact_ledger_chash,input,input,contract_00f2d8b29707c5e729a97a20,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""value"", ""required"": true, ""source_line"": 27}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},72982fdc43908678ff998a63613a93c824c0ea0eede77f82c4b7d0ecf8a2bb7d
edge_e2676159e98f0997278ef765,primitive.repo.scripts_artifact_graph_artifact_ledger_py.function.py_function_scripts_artifact_graph_artifact_ledger_chash,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},e2676159e98f0997278ef76577d81e0c337593fb63e82bac18f285bcc2efe0d3
edge_bf0da9000464758738e0df8e,primitive.repo.scripts_artifact_graph_artifact_ledger_py.class.py_class_scripts_artifact_graph_artifact_ledger_artifact,input,input,contract_90ca37496e5caed155c38b40,python_class_candidate,python_class_candidate,[],"{""constructor_contract"": ""unknown_candidate"", ""shape"": ""python_class_candidate""}",{},{},bf0da9000464758738e0df8e2edc5b40e742e1a219f2849857e37ffbfc19d0b3
edge_258b4efa9dfbcfdc7108eee6,primitive.repo.scripts_artifact_graph_artifact_ledger_py.class.py_class_scripts_artifact_graph_artifact_ledger_artifact,output,output,contract_6a8040222d43fd953e253594,python_class_object_candidate,python_class_object_candidate,[],"{""shape"": ""python_class_object_candidate""}",{},{},258b4efa9dfbcfdc7108eee6d8cbe930e2a969052e0cf1daa63a24dd131aac53
edge_dcefd7b144cc6722e9c5a2db,primitive.repo.scripts_artifact_graph_artifact_ledger_py.var.py_var_scripts_artifact_graph_artifact_ledger_artifact_artifact_id,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},dcefd7b144cc6722e9c5a2db472ac6a3bd1d3223ef971940e02470388f8e2b47
edge_2f9bf30669d38f6ebccf6213,primitive.repo.scripts_artifact_graph_artifact_ledger_py.var.py_var_scripts_artifact_graph_artifact_ledger_artifact_artifact_id,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},2f9bf30669d38f6ebccf6213c1d1c77e740e6c8bf505f7d9f77269d3605ebb22
edge_6597e286a2f4a733353c831b,primitive.repo.scripts_artifact_graph_artifact_ledger_py.var.py_var_scripts_artifact_graph_artifact_ledger_artifact_tenant_id,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},6597e286a2f4a733353c831ba8d9900aae410a874cab33ef93c634037e50ac1e
edge_cc293136b3be8b90f356a99c,primitive.repo.scripts_artifact_graph_artifact_ledger_py.var.py_var_scripts_artifact_graph_artifact_ledger_artifact_tenant_id,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},cc293136b3be8b90f356a99c1ba91af0d2f43ffc77a424e4b963a61be488fe2e
edge_4ea617285fd33393997ed8d7,primitive.repo.scripts_artifact_graph_artifact_ledger_py.var.py_var_scripts_artifact_graph_artifact_ledger_artifact_source_id,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},4ea617285fd33393997ed8d79369053aa5fb62b908a7ddb9508fb5d37119c066
edge_0a25d24b82fb583c2168f3e6,primitive.repo.scripts_artifact_graph_artifact_ledger_py.var.py_var_scripts_artifact_graph_artifact_ledger_artifact_source_id,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},0a25d24b82fb583c2168f3e632bf291ddc446bbb65c056e3a8f40c8e20e60cc8
edge_30d9e2b44300778611d15a32,primitive.repo.scripts_artifact_graph_artifact_ledger_py.var.py_var_scripts_artifact_graph_artifact_ledger_artifact_source_version,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},30d9e2b44300778611d15a321396f8d04bef6ae63caca1d50b33e95976eee5e8
